date,ML,Low,High,state,county
2020-04-07,2.0,0.34,6.43,Alabama,Autauga
2020-04-08,1.8800000000000001,0.38,5.01,Alabama,Autauga
2020-04-09,1.8,0.38,4.45,Alabama,Autauga
2020-04-10,1.74,0.4,4.13,Alabama,Autauga
2020-04-11,1.69,0.37,3.85,Alabama,Autauga
2020-04-12,1.6400000000000001,0.4,3.7,Alabama,Autauga
2020-04-13,1.61,0.41000000000000003,3.56,Alabama,Autauga
2020-04-14,1.0,0.0,3.35,Alabama,Autauga
2020-04-15,1.0,0.0,3.35,Alabama,Autauga
2020-04-16,1.0,0.0,3.35,Alabama,Autauga
2020-04-17,1.0,0.0,3.35,Alabama,Autauga
2020-04-18,1.0,0.0,3.35,Alabama,Autauga
2020-04-19,1.0,0.0,3.35,Alabama,Autauga
2020-04-20,1.0,0.0,3.35,Alabama,Autauga
2020-04-21,1.0,0.0,3.35,Alabama,Autauga
2020-03-23,2.0,0.34,6.43,Alabama,Baldwin
2020-03-24,1.8800000000000001,0.38,5.01,Alabama,Baldwin
2020-03-25,1.8,0.38,4.45,Alabama,Baldwin
2020-03-26,1.74,0.4,4.13,Alabama,Baldwin
2020-03-27,1.96,0.5,4.24,Alabama,Baldwin
2020-03-28,2.08,0.58,4.09,Alabama,Baldwin
2020-03-29,1.8900000000000001,0.54,3.62,Alabama,Baldwin
2020-03-30,1.62,0.0,3.23,Alabama,Baldwin
2020-03-31,1.53,0.0,3.0500000000000003,Alabama,Baldwin
2020-04-01,1.47,0.01,2.92,Alabama,Baldwin
2020-04-02,1.42,0.0,2.79,Alabama,Baldwin
2020-04-03,1.2,0.0,2.5500000000000003,Alabama,Baldwin
2020-04-04,1.0,0.0,2.38,Alabama,Baldwin
2020-04-05,1.19,0.0,2.5100000000000002,Alabama,Baldwin
2020-04-06,1.35,0.03,2.64,Alabama,Baldwin
2020-04-07,1.32,0.02,2.5500000000000003,Alabama,Baldwin
2020-04-08,1.44,0.09,2.65,Alabama,Baldwin
2020-04-09,1.3900000000000001,0.15,2.62,Alabama,Baldwin
2020-04-10,1.36,0.15,2.5300000000000002,Alabama,Baldwin
2020-04-11,1.33,0.13,2.43,Alabama,Baldwin
2020-04-12,1.21,0.09,2.27,Alabama,Baldwin
2020-04-13,1.2,0.12,2.27,Alabama,Baldwin
2020-04-14,1.19,0.11,2.22,Alabama,Baldwin
2020-04-15,1.09,0.06,2.08,Alabama,Baldwin
2020-04-16,1.0,0.02,1.96,Alabama,Baldwin
2020-04-17,0.91,0.0,1.87,Alabama,Baldwin
2020-04-18,0.91,0.0,1.8800000000000001,Alabama,Baldwin
2020-04-19,0.81,0.0,1.82,Alabama,Baldwin
2020-04-20,0.8,0.0,1.83,Alabama,Baldwin
2020-04-21,0.79,0.0,1.85,Alabama,Baldwin
2020-04-06,2.0,0.34,6.43,Alabama,Barbour
2020-04-07,1.8800000000000001,0.38,5.01,Alabama,Barbour
2020-04-08,1.8,0.38,4.45,Alabama,Barbour
2020-04-09,1.74,0.4,4.13,Alabama,Barbour
2020-04-10,1.69,0.37,3.85,Alabama,Barbour
2020-04-11,1.6400000000000001,0.4,3.7,Alabama,Barbour
2020-04-12,1.61,0.41000000000000003,3.56,Alabama,Barbour
2020-04-13,1.0,0.0,3.35,Alabama,Barbour
2020-04-14,1.0,0.0,3.35,Alabama,Barbour
2020-04-15,1.0,0.0,3.35,Alabama,Barbour
2020-04-16,1.0,0.0,3.35,Alabama,Barbour
2020-04-17,1.53,0.0,3.66,Alabama,Barbour
2020-04-18,1.47,0.0,3.49,Alabama,Barbour
2020-04-19,1.8,0.01,3.61,Alabama,Barbour
2020-04-20,1.67,0.01,3.35,Alabama,Barbour
2020-04-21,1.83,0.11,3.44,Alabama,Barbour
2020-04-02,2.0,0.34,6.43,Alabama,Bibb
2020-04-03,1.8800000000000001,0.38,5.01,Alabama,Bibb
2020-04-04,1.8,0.38,4.45,Alabama,Bibb
2020-04-05,1.74,0.4,4.13,Alabama,Bibb
2020-04-06,1.69,0.37,3.85,Alabama,Bibb
2020-04-07,1.6400000000000001,0.4,3.7,Alabama,Bibb
2020-04-08,1.61,0.41000000000000003,3.56,Alabama,Bibb
2020-04-09,1.0,0.0,3.35,Alabama,Bibb
2020-04-10,1.0,0.0,3.35,Alabama,Bibb
2020-04-11,1.0,0.0,3.35,Alabama,Bibb
2020-04-12,1.53,0.0,3.66,Alabama,Bibb
2020-04-13,1.47,0.0,3.49,Alabama,Bibb
2020-04-14,1.42,0.0,3.34,Alabama,Bibb
2020-04-15,1.3800000000000001,0.0,3.22,Alabama,Bibb
2020-04-16,1.35,0.0,3.12,Alabama,Bibb
2020-04-17,1.32,0.0,3.0300000000000002,Alabama,Bibb
2020-04-18,1.3,0.0,2.94,Alabama,Bibb
2020-04-19,1.0,0.0,2.69,Alabama,Bibb
2020-04-20,1.0,0.0,2.69,Alabama,Bibb
2020-04-21,1.0,0.0,2.69,Alabama,Bibb
2020-04-10,2.0,0.34,6.43,Alabama,Blount
2020-04-11,1.8800000000000001,0.38,5.01,Alabama,Blount
2020-04-12,1.8,0.38,4.45,Alabama,Blount
2020-04-13,1.74,0.4,4.13,Alabama,Blount
2020-04-14,1.69,0.37,3.85,Alabama,Blount
2020-04-15,1.6400000000000001,0.4,3.7,Alabama,Blount
2020-04-16,1.61,0.41000000000000003,3.56,Alabama,Blount
2020-04-17,1.0,0.0,3.35,Alabama,Blount
2020-04-18,1.0,0.0,3.35,Alabama,Blount
2020-04-19,1.0,0.0,3.35,Alabama,Blount
2020-04-20,1.53,0.0,3.66,Alabama,Blount
2020-04-21,1.47,0.0,3.49,Alabama,Blount
2020-04-19,2.0,0.34,6.43,Alabama,Bullock
2020-04-20,1.8800000000000001,0.38,5.01,Alabama,Bullock
2020-04-21,1.8,0.38,4.45,Alabama,Bullock
2020-04-19,2.0,0.34,6.43,Alabama,Butler
2020-04-20,1.8800000000000001,0.38,5.01,Alabama,Butler
2020-04-21,1.8,0.38,4.45,Alabama,Butler
2020-03-27,2.0,0.34,6.43,Alabama,Calhoun
2020-03-28,1.8800000000000001,0.38,5.01,Alabama,Calhoun
2020-03-29,1.8,0.38,4.45,Alabama,Calhoun
2020-03-30,2.05,0.5,4.54,Alabama,Calhoun
2020-03-31,1.8900000000000001,0.47000000000000003,3.98,Alabama,Calhoun
2020-04-01,2.0,0.56,3.9,Alabama,Calhoun
2020-04-02,1.84,0.55,3.5300000000000002,Alabama,Calhoun
2020-04-03,1.83,0.11,3.44,Alabama,Calhoun
2020-04-04,1.8900000000000001,0.2,3.38,Alabama,Calhoun
2020-04-05,1.8900000000000001,0.35000000000000003,3.3200000000000003,Alabama,Calhoun
2020-04-06,1.73,0.34,3.06,Alabama,Calhoun
2020-04-07,1.5,0.21,2.7,Alabama,Calhoun
2020-04-08,1.23,0.07,2.33,Alabama,Calhoun
2020-04-09,1.11,0.03,2.17,Alabama,Calhoun
2020-04-10,0.89,0.0,1.96,Alabama,Calhoun
2020-04-11,0.65,0.0,1.8,Alabama,Calhoun
2020-04-12,0.48,0.0,1.75,Alabama,Calhoun
2020-04-13,0.07,0.0,1.61,Alabama,Calhoun
2020-04-14,0.02,0.0,1.75,Alabama,Calhoun
2020-04-15,0.0,0.0,1.94,Alabama,Calhoun
2020-04-16,0.04,0.0,2.18,Alabama,Calhoun
2020-04-17,0.62,0.0,2.69,Alabama,Calhoun
2020-04-18,1.3800000000000001,0.0,3.22,Alabama,Calhoun
2020-04-19,1.67,0.01,3.35,Alabama,Calhoun
2020-04-20,2.07,0.27,3.73,Alabama,Calhoun
2020-04-21,1.85,0.23,3.34,Alabama,Calhoun
2020-03-21,2.0,0.34,6.43,Alabama,Chambers
2020-03-22,1.8800000000000001,0.38,5.01,Alabama,Chambers
2020-03-23,2.17,0.51,4.99,Alabama,Chambers
2020-03-24,1.96,0.5,4.24,Alabama,Chambers
2020-03-25,2.08,0.58,4.09,Alabama,Chambers
2020-03-26,1.8900000000000001,0.54,3.62,Alabama,Chambers
2020-03-27,1.93,0.64,3.54,Alabama,Chambers
2020-03-28,1.8900000000000001,0.2,3.38,Alabama,Chambers
2020-03-29,1.73,0.23,3.15,Alabama,Chambers
2020-03-30,1.76,0.32,3.08,Alabama,Chambers
2020-03-31,1.86,0.51,3.08,Alabama,Chambers
2020-04-01,1.71,0.51,2.87,Alabama,Chambers
2020-04-02,1.68,0.55,2.73,Alabama,Chambers
2020-04-03,1.44,0.4,2.44,Alabama,Chambers
2020-04-04,1.27,0.29,2.23,Alabama,Chambers
2020-04-05,1.32,0.35000000000000003,2.24,Alabama,Chambers
2020-04-06,1.24,0.32,2.15,Alabama,Chambers
2020-04-07,1.28,0.39,2.18,Alabama,Chambers
2020-04-08,1.36,0.5,2.23,Alabama,Chambers
2020-04-09,1.33,0.49,2.15,Alabama,Chambers
2020-04-10,1.3,0.5,2.1,Alabama,Chambers
2020-04-11,1.24,0.46,2.0100000000000002,Alabama,Chambers
2020-04-12,1.08,0.32,1.84,Alabama,Chambers
2020-04-13,1.0,0.25,1.75,Alabama,Chambers
2020-04-14,0.8,0.09,1.52,Alabama,Chambers
2020-04-15,0.62,0.0,1.31,Alabama,Chambers
2020-04-16,0.43,0.0,1.2,Alabama,Chambers
2020-04-17,0.39,0.0,1.24,Alabama,Chambers
2020-04-18,0.42,0.0,1.33,Alabama,Chambers
2020-04-19,0.56,0.0,1.49,Alabama,Chambers
2020-04-20,0.6,0.0,1.57,Alabama,Chambers
2020-04-21,0.74,0.0,1.72,Alabama,Chambers
2020-03-21,2.0,0.34,6.43,Alabama,Cherokee
2020-03-22,1.8800000000000001,0.38,5.01,Alabama,Cherokee
2020-03-23,2.17,0.51,4.99,Alabama,Cherokee
2020-03-24,1.96,0.5,4.24,Alabama,Cherokee
2020-03-25,2.08,0.58,4.09,Alabama,Cherokee
2020-03-26,1.8900000000000001,0.54,3.62,Alabama,Cherokee
2020-03-27,1.93,0.64,3.54,Alabama,Cherokee
2020-03-28,1.8900000000000001,0.2,3.38,Alabama,Cherokee
2020-03-29,1.73,0.23,3.15,Alabama,Cherokee
2020-03-30,1.76,0.32,3.08,Alabama,Cherokee
2020-03-31,1.86,0.51,3.08,Alabama,Cherokee
2020-04-01,1.71,0.51,2.87,Alabama,Cherokee
2020-04-02,1.68,0.55,2.73,Alabama,Cherokee
2020-04-03,1.44,0.4,2.44,Alabama,Cherokee
2020-04-04,1.27,0.29,2.23,Alabama,Cherokee
2020-04-05,1.32,0.35000000000000003,2.24,Alabama,Cherokee
2020-04-06,1.24,0.32,2.15,Alabama,Cherokee
2020-04-07,1.28,0.39,2.18,Alabama,Cherokee
2020-04-08,1.36,0.5,2.23,Alabama,Cherokee
2020-04-09,1.33,0.49,2.15,Alabama,Cherokee
2020-04-10,1.3,0.5,2.1,Alabama,Cherokee
2020-04-11,1.24,0.46,2.0100000000000002,Alabama,Cherokee
2020-04-12,1.08,0.32,1.84,Alabama,Cherokee
2020-04-13,1.0,0.25,1.75,Alabama,Cherokee
2020-04-14,0.8,0.09,1.52,Alabama,Cherokee
2020-04-15,0.62,0.0,1.31,Alabama,Cherokee
2020-04-16,0.43,0.0,1.2,Alabama,Cherokee
2020-04-17,0.39,0.0,1.24,Alabama,Cherokee
2020-04-18,0.42,0.0,1.33,Alabama,Cherokee
2020-04-19,0.56,0.0,1.49,Alabama,Cherokee
2020-04-20,0.6,0.0,1.57,Alabama,Cherokee
2020-04-21,0.74,0.0,1.72,Alabama,Cherokee
2020-03-25,2.0,0.34,6.43,Alabama,Chilton
2020-03-26,1.8,0.38,4.45,Alabama,Chilton
2020-03-27,1.69,0.37,3.85,Alabama,Chilton
2020-03-28,1.61,0.41000000000000003,3.56,Alabama,Chilton
2020-03-29,1.3800000000000001,0.33,3.09,Alabama,Chilton
2020-03-30,1.37,0.33,3.0100000000000002,Alabama,Chilton
2020-03-31,1.35,0.33,2.94,Alabama,Chilton
2020-04-01,0.62,0.0,2.69,Alabama,Chilton
2020-04-02,0.58,0.0,2.7600000000000002,Alabama,Chilton
2020-04-03,0.53,0.0,2.84,Alabama,Chilton
2020-04-04,0.47000000000000003,0.0,2.94,Alabama,Chilton
2020-04-05,1.0,0.0,3.35,Alabama,Chilton
2020-04-06,1.53,0.0,3.66,Alabama,Chilton
2020-04-07,1.47,0.0,3.49,Alabama,Chilton
2020-04-08,1.42,0.0,3.34,Alabama,Chilton
2020-04-09,1.3800000000000001,0.0,3.22,Alabama,Chilton
2020-04-10,1.35,0.0,3.12,Alabama,Chilton
2020-04-11,1.32,0.0,3.0300000000000002,Alabama,Chilton
2020-04-12,1.3,0.0,2.94,Alabama,Chilton
2020-04-13,1.0,0.0,2.69,Alabama,Chilton
2020-04-14,1.0,0.0,2.69,Alabama,Chilton
2020-04-15,0.7000000000000001,0.0,2.5100000000000002,Alabama,Chilton
2020-04-16,0.68,0.0,2.56,Alabama,Chilton
2020-04-17,0.65,0.0,2.62,Alabama,Chilton
2020-04-18,0.62,0.0,2.69,Alabama,Chilton
2020-04-19,0.58,0.0,2.7600000000000002,Alabama,Chilton
2020-04-20,1.0,0.0,3.09,Alabama,Chilton
2020-04-21,1.0,0.0,3.09,Alabama,Chilton
2020-04-09,2.0,0.34,6.43,Alabama,Choctaw
2020-04-10,1.8800000000000001,0.38,5.01,Alabama,Choctaw
2020-04-11,1.8,0.38,4.45,Alabama,Choctaw
2020-04-12,1.74,0.4,4.13,Alabama,Choctaw
2020-04-13,1.69,0.37,3.85,Alabama,Choctaw
2020-04-14,1.6400000000000001,0.4,3.7,Alabama,Choctaw
2020-04-15,1.61,0.41000000000000003,3.56,Alabama,Choctaw
2020-04-16,1.0,0.0,3.35,Alabama,Choctaw
2020-04-17,1.0,0.0,3.35,Alabama,Choctaw
2020-04-18,1.0,0.0,3.35,Alabama,Choctaw
2020-04-19,1.0,0.0,3.35,Alabama,Choctaw
2020-04-20,1.0,0.0,3.35,Alabama,Choctaw
2020-04-21,1.0,0.0,3.35,Alabama,Choctaw
2020-04-09,2.0,0.34,6.43,Alabama,Clarke
2020-04-10,1.8800000000000001,0.38,5.01,Alabama,Clarke
2020-04-11,1.8,0.38,4.45,Alabama,Clarke
2020-04-12,1.74,0.4,4.13,Alabama,Clarke
2020-04-13,1.69,0.37,3.85,Alabama,Clarke
2020-04-14,1.6400000000000001,0.4,3.7,Alabama,Clarke
2020-04-15,1.61,0.41000000000000003,3.56,Alabama,Clarke
2020-04-16,1.0,0.0,3.35,Alabama,Clarke
2020-04-17,1.0,0.0,3.35,Alabama,Clarke
2020-04-18,1.0,0.0,3.35,Alabama,Clarke
2020-04-19,1.0,0.0,3.35,Alabama,Clarke
2020-04-20,1.0,0.0,3.35,Alabama,Clarke
2020-04-21,1.0,0.0,3.35,Alabama,Clarke
2020-04-17,2.0,0.34,6.43,Alabama,Clay
2020-04-18,1.8800000000000001,0.38,5.01,Alabama,Clay
2020-04-19,1.8,0.38,4.45,Alabama,Clay
2020-04-20,1.74,0.4,4.13,Alabama,Clay
2020-04-21,1.69,0.37,3.85,Alabama,Clay
2020-04-17,2.0,0.34,6.43,Alabama,Cleburne
2020-04-18,1.8800000000000001,0.38,5.01,Alabama,Cleburne
2020-04-19,1.8,0.38,4.45,Alabama,Cleburne
2020-04-20,1.74,0.4,4.13,Alabama,Cleburne
2020-04-21,1.69,0.37,3.85,Alabama,Cleburne
2020-04-02,2.0,0.34,6.43,Alabama,Coffee
2020-04-03,1.52,0.29,3.97,Alabama,Coffee
2020-04-04,1.49,0.3,3.72,Alabama,Coffee
2020-04-05,1.46,0.32,3.5500000000000003,Alabama,Coffee
2020-04-06,1.44,0.33,3.41,Alabama,Coffee
2020-04-07,1.41,0.34,3.3000000000000003,Alabama,Coffee
2020-04-08,1.57,0.39,3.41,Alabama,Coffee
2020-04-09,1.42,0.0,3.34,Alabama,Coffee
2020-04-10,2.05,0.12,3.81,Alabama,Coffee
2020-04-11,2.07,0.27,3.73,Alabama,Coffee
2020-04-12,1.85,0.23,3.34,Alabama,Coffee
2020-04-13,1.7,0.21,3.0700000000000003,Alabama,Coffee
2020-04-14,1.59,0.19,2.86,Alabama,Coffee
2020-04-15,1.3900000000000001,0.15,2.62,Alabama,Coffee
2020-04-16,1.12,0.0,2.21,Alabama,Coffee
2020-04-17,1.0,0.0,2.1,Alabama,Coffee
2020-04-18,0.88,0.0,2.0100000000000002,Alabama,Coffee
2020-04-19,0.87,0.0,2.0300000000000002,Alabama,Coffee
2020-04-20,0.87,0.0,2.04,Alabama,Coffee
2020-04-21,0.86,0.0,2.06,Alabama,Coffee
2020-04-02,2.0,0.34,6.43,Alabama,Colbert
2020-04-03,1.52,0.29,3.97,Alabama,Colbert
2020-04-04,1.49,0.3,3.72,Alabama,Colbert
2020-04-05,1.46,0.32,3.5500000000000003,Alabama,Colbert
2020-04-06,1.44,0.33,3.41,Alabama,Colbert
2020-04-07,1.41,0.34,3.3000000000000003,Alabama,Colbert
2020-04-08,1.57,0.39,3.41,Alabama,Colbert
2020-04-09,1.42,0.0,3.34,Alabama,Colbert
2020-04-10,2.05,0.12,3.81,Alabama,Colbert
2020-04-11,2.07,0.27,3.73,Alabama,Colbert
2020-04-12,1.85,0.23,3.34,Alabama,Colbert
2020-04-13,1.7,0.21,3.0700000000000003,Alabama,Colbert
2020-04-14,1.59,0.19,2.86,Alabama,Colbert
2020-04-15,1.3900000000000001,0.15,2.62,Alabama,Colbert
2020-04-16,1.12,0.0,2.21,Alabama,Colbert
2020-04-17,1.0,0.0,2.1,Alabama,Colbert
2020-04-18,0.88,0.0,2.0100000000000002,Alabama,Colbert
2020-04-19,0.87,0.0,2.0300000000000002,Alabama,Colbert
2020-04-20,0.87,0.0,2.04,Alabama,Colbert
2020-04-21,0.86,0.0,2.06,Alabama,Colbert
2020-04-02,2.0,0.34,6.43,Alabama,Conecuh
2020-04-03,1.52,0.29,3.97,Alabama,Conecuh
2020-04-04,1.49,0.3,3.72,Alabama,Conecuh
2020-04-05,1.46,0.32,3.5500000000000003,Alabama,Conecuh
2020-04-06,1.44,0.33,3.41,Alabama,Conecuh
2020-04-07,1.41,0.34,3.3000000000000003,Alabama,Conecuh
2020-04-08,1.57,0.39,3.41,Alabama,Conecuh
2020-04-09,1.42,0.0,3.34,Alabama,Conecuh
2020-04-10,2.05,0.12,3.81,Alabama,Conecuh
2020-04-11,2.07,0.27,3.73,Alabama,Conecuh
2020-04-12,1.85,0.23,3.34,Alabama,Conecuh
2020-04-13,1.7,0.21,3.0700000000000003,Alabama,Conecuh
2020-04-14,1.59,0.19,2.86,Alabama,Conecuh
2020-04-15,1.3900000000000001,0.15,2.62,Alabama,Conecuh
2020-04-16,1.12,0.0,2.21,Alabama,Conecuh
2020-04-17,1.0,0.0,2.1,Alabama,Conecuh
2020-04-18,0.88,0.0,2.0100000000000002,Alabama,Conecuh
2020-04-19,0.87,0.0,2.0300000000000002,Alabama,Conecuh
2020-04-20,0.87,0.0,2.04,Alabama,Conecuh
2020-04-21,0.86,0.0,2.06,Alabama,Conecuh
2020-03-30,2.0,0.34,6.43,Alabama,Coosa
2020-03-31,1.8800000000000001,0.38,5.01,Alabama,Coosa
2020-04-01,1.8,0.38,4.45,Alabama,Coosa
2020-04-02,1.74,0.4,4.13,Alabama,Coosa
2020-04-03,1.69,0.37,3.85,Alabama,Coosa
2020-04-04,1.6400000000000001,0.4,3.7,Alabama,Coosa
2020-04-05,1.61,0.41000000000000003,3.56,Alabama,Coosa
2020-04-06,1.0,0.0,3.35,Alabama,Coosa
2020-04-07,1.0,0.0,3.35,Alabama,Coosa
2020-04-08,1.0,0.0,3.35,Alabama,Coosa
2020-04-09,1.0,0.0,3.35,Alabama,Coosa
2020-04-10,1.0,0.0,3.35,Alabama,Coosa
2020-04-11,1.53,0.0,3.66,Alabama,Coosa
2020-04-12,1.47,0.0,3.49,Alabama,Coosa
2020-04-13,1.42,0.0,3.34,Alabama,Coosa
2020-04-14,1.0,0.0,2.99,Alabama,Coosa
2020-04-15,1.0,0.0,2.99,Alabama,Coosa
2020-04-16,1.0,0.0,2.99,Alabama,Coosa
2020-04-17,1.0,0.0,2.99,Alabama,Coosa
2020-04-18,0.58,0.0,2.7600000000000002,Alabama,Coosa
2020-04-19,0.53,0.0,2.84,Alabama,Coosa
2020-04-20,0.47000000000000003,0.0,2.94,Alabama,Coosa
2020-04-21,1.0,0.0,3.35,Alabama,Coosa
2020-04-05,2.0,0.34,6.43,Alabama,Covington
2020-04-06,1.8800000000000001,0.38,5.01,Alabama,Covington
2020-04-07,1.8,0.38,4.45,Alabama,Covington
2020-04-08,1.74,0.4,4.13,Alabama,Covington
2020-04-09,1.69,0.37,3.85,Alabama,Covington
2020-04-10,1.6400000000000001,0.4,3.7,Alabama,Covington
2020-04-11,1.61,0.41000000000000003,3.56,Alabama,Covington
2020-04-12,1.0,0.0,3.35,Alabama,Covington
2020-04-13,1.0,0.0,3.35,Alabama,Covington
2020-04-14,1.0,0.0,3.35,Alabama,Covington
2020-04-15,1.0,0.0,3.35,Alabama,Covington
2020-04-16,1.0,0.0,3.35,Alabama,Covington
2020-04-17,1.0,0.0,3.35,Alabama,Covington
2020-04-18,1.0,0.0,3.35,Alabama,Covington
2020-04-19,1.0,0.0,3.35,Alabama,Covington
2020-04-20,1.53,0.0,3.66,Alabama,Covington
2020-04-21,1.47,0.0,3.49,Alabama,Covington
2020-04-05,2.0,0.34,6.43,Alabama,Crenshaw
2020-04-06,1.8800000000000001,0.38,5.01,Alabama,Crenshaw
2020-04-07,1.8,0.38,4.45,Alabama,Crenshaw
2020-04-08,1.74,0.4,4.13,Alabama,Crenshaw
2020-04-09,1.69,0.37,3.85,Alabama,Crenshaw
2020-04-10,1.6400000000000001,0.4,3.7,Alabama,Crenshaw
2020-04-11,1.61,0.41000000000000003,3.56,Alabama,Crenshaw
2020-04-12,1.0,0.0,3.35,Alabama,Crenshaw
2020-04-13,1.0,0.0,3.35,Alabama,Crenshaw
2020-04-14,1.0,0.0,3.35,Alabama,Crenshaw
2020-04-15,1.0,0.0,3.35,Alabama,Crenshaw
2020-04-16,1.0,0.0,3.35,Alabama,Crenshaw
2020-04-17,1.0,0.0,3.35,Alabama,Crenshaw
2020-04-18,1.0,0.0,3.35,Alabama,Crenshaw
2020-04-19,1.0,0.0,3.35,Alabama,Crenshaw
2020-04-20,1.53,0.0,3.66,Alabama,Crenshaw
2020-04-21,1.47,0.0,3.49,Alabama,Crenshaw
2020-04-05,2.0,0.34,6.43,Alabama,Cullman
2020-04-06,1.8800000000000001,0.38,5.01,Alabama,Cullman
2020-04-07,1.8,0.38,4.45,Alabama,Cullman
2020-04-08,1.74,0.4,4.13,Alabama,Cullman
2020-04-09,1.69,0.37,3.85,Alabama,Cullman
2020-04-10,1.6400000000000001,0.4,3.7,Alabama,Cullman
2020-04-11,1.61,0.41000000000000003,3.56,Alabama,Cullman
2020-04-12,1.0,0.0,3.35,Alabama,Cullman
2020-04-13,1.0,0.0,3.35,Alabama,Cullman
2020-04-14,1.0,0.0,3.35,Alabama,Cullman
2020-04-15,1.0,0.0,3.35,Alabama,Cullman
2020-04-16,1.0,0.0,3.35,Alabama,Cullman
2020-04-17,1.0,0.0,3.35,Alabama,Cullman
2020-04-18,1.0,0.0,3.35,Alabama,Cullman
2020-04-19,1.0,0.0,3.35,Alabama,Cullman
2020-04-20,1.53,0.0,3.66,Alabama,Cullman
2020-04-21,1.47,0.0,3.49,Alabama,Cullman
2020-04-04,2.0,0.34,6.43,Alabama,Dale
2020-04-05,1.8800000000000001,0.38,5.01,Alabama,Dale
2020-04-06,1.8,0.38,4.45,Alabama,Dale
2020-04-07,1.74,0.4,4.13,Alabama,Dale
2020-04-08,1.69,0.37,3.85,Alabama,Dale
2020-04-09,1.6400000000000001,0.4,3.7,Alabama,Dale
2020-04-10,1.61,0.41000000000000003,3.56,Alabama,Dale
2020-04-11,1.0,0.0,3.35,Alabama,Dale
2020-04-12,1.0,0.0,3.35,Alabama,Dale
2020-04-13,1.0,0.0,3.35,Alabama,Dale
2020-04-14,1.0,0.0,3.35,Alabama,Dale
2020-04-15,1.0,0.0,3.35,Alabama,Dale
2020-04-16,1.0,0.0,3.35,Alabama,Dale
2020-04-17,1.0,0.0,3.35,Alabama,Dale
2020-04-18,1.53,0.0,3.66,Alabama,Dale
2020-04-19,1.47,0.0,3.49,Alabama,Dale
2020-04-20,1.0,0.0,3.09,Alabama,Dale
2020-04-21,1.0,0.0,3.09,Alabama,Dale
2020-04-08,2.0,0.34,6.43,Alabama,Dallas
2020-04-09,1.8800000000000001,0.38,5.01,Alabama,Dallas
2020-04-10,1.8,0.38,4.45,Alabama,Dallas
2020-04-11,1.74,0.4,4.13,Alabama,Dallas
2020-04-12,1.96,0.5,4.24,Alabama,Dallas
2020-04-13,1.83,0.46,3.79,Alabama,Dallas
2020-04-14,1.73,0.46,3.52,Alabama,Dallas
2020-04-15,1.3800000000000001,0.0,3.22,Alabama,Dallas
2020-04-16,1.0,0.0,2.9,Alabama,Dallas
2020-04-17,1.0,0.0,2.9,Alabama,Dallas
2020-04-18,1.0,0.0,2.9,Alabama,Dallas
2020-04-19,0.62,0.0,2.69,Alabama,Dallas
2020-04-20,1.0,0.0,2.99,Alabama,Dallas
2020-04-21,1.0,0.0,2.99,Alabama,Dallas
2020-03-26,2.0,0.34,6.43,Alabama,DeKalb
2020-03-27,1.8800000000000001,0.38,5.01,Alabama,DeKalb
2020-03-28,1.8,0.38,4.45,Alabama,DeKalb
2020-03-29,1.74,0.4,4.13,Alabama,DeKalb
2020-03-30,1.69,0.37,3.85,Alabama,DeKalb
2020-03-31,1.6400000000000001,0.4,3.7,Alabama,DeKalb
2020-04-01,1.61,0.41000000000000003,3.56,Alabama,DeKalb
2020-04-02,1.53,0.0,3.66,Alabama,DeKalb
2020-04-03,1.47,0.0,3.49,Alabama,DeKalb
2020-04-04,1.42,0.0,3.34,Alabama,DeKalb
2020-04-05,1.0,0.0,2.99,Alabama,DeKalb
2020-04-06,1.0,0.0,2.99,Alabama,DeKalb
2020-04-07,1.0,0.0,2.99,Alabama,DeKalb
2020-04-08,1.0,0.0,2.99,Alabama,DeKalb
2020-04-09,1.0,0.0,2.99,Alabama,DeKalb
2020-04-10,1.0,0.0,2.99,Alabama,DeKalb
2020-04-11,1.3800000000000001,0.0,3.22,Alabama,DeKalb
2020-04-12,1.67,0.01,3.35,Alabama,DeKalb
2020-04-13,1.3,0.0,2.94,Alabama,DeKalb
2020-04-14,1.28,0.0,2.87,Alabama,DeKalb
2020-04-15,1.26,0.0,2.81,Alabama,DeKalb
2020-04-16,1.0,0.0,2.58,Alabama,DeKalb
2020-04-17,1.24,0.0,2.75,Alabama,DeKalb
2020-04-18,1.0,0.0,2.54,Alabama,DeKalb
2020-04-19,1.23,0.0,2.69,Alabama,DeKalb
2020-04-20,1.42,0.0,2.79,Alabama,DeKalb
2020-04-21,1.3800000000000001,0.01,2.7,Alabama,DeKalb
2020-03-16,2.0,0.34,6.43,Alabama,Elmore
2020-03-17,1.8800000000000001,0.38,5.01,Alabama,Elmore
2020-03-18,1.8,0.38,4.45,Alabama,Elmore
2020-03-19,1.74,0.4,4.13,Alabama,Elmore
2020-03-20,1.69,0.37,3.85,Alabama,Elmore
2020-03-21,1.6400000000000001,0.4,3.7,Alabama,Elmore
2020-03-22,1.61,0.41000000000000003,3.56,Alabama,Elmore
2020-03-23,1.0,0.0,3.35,Alabama,Elmore
2020-03-24,1.0,0.0,3.35,Alabama,Elmore
2020-03-25,1.0,0.0,3.35,Alabama,Elmore
2020-03-26,1.0,0.0,3.35,Alabama,Elmore
2020-03-27,1.0,0.0,3.35,Alabama,Elmore
2020-03-28,1.0,0.0,3.35,Alabama,Elmore
